"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"Exp1F_HCC_16_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1F_HCC_16_POS"	"Exp1F_HCC_16_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1F_HCC_17_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1F_HCC_17_POS"	"Exp1F_HCC_17_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1F_HCC_18_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1F_HCC_18_POS"	"Exp1F_HCC_18_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1F_HCC_19_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1F_HCC_19_POS"	"Exp1F_HCC_19_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1F_HCC_20_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1F_HCC_20_POS"	"Exp1F_HCC_20_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_1_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_1_POS"	"Exp1R_CRR_1_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_2_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_2_POS"	"Exp1R_CRR_2_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_3_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_3_POS"	"Exp1R_CRR_3_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_4_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_4_POS"	"Exp1R_CRR_4_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_5_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_5_POS"	"Exp1R_CRR_5_POS.CDF"	"Data transformation"	""	""	"Metabolite identification"	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_6_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_6_POS"	"Exp1R_CRR_6_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_7_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_7_POS"	"Exp1R_CRR_7_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_8_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_8_POS"	"Exp1R_CRR_8_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_9_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_9_POS"	"Exp1R_CRR_9_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_10_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_10_POS"	"Exp1R_CRR_10_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_11_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_11_POS"	"Exp1R_CRR_11_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_12_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_12_POS"	"Exp1R_CRR_12_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_13_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_13_POS"	"Exp1R_CRR_13_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_14_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_14_POS"	"Exp1R_CRR_14_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_15_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_15_POS"	"Exp1R_CRR_15_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_16_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_16_POS"	"Exp1R_CRR_16_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_17_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_17_POS"	"Exp1R_CRR_17_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_18_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_18_POS"	"Exp1R_CRR_18_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_19_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_19_POS"	"Exp1R_CRR_19_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_20_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_20_POS"	"Exp1R_CRR_20_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_21_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_21_POS"	"Exp1R_CRR_21_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_22_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_22_POS"	"Exp1R_CRR_22_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_23_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_23_POS"	"Exp1R_CRR_23_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_24_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_24_POS"	"Exp1R_CRR_24_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_CRR_25_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_CRR_25_POS"	"Exp1R_CRR_25_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_1_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_1_POS"	"Exp1R_HCC_1_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_2_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_2_POS"	"Exp1R_HCC_2_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_3_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_3_POS"	"Exp1R_HCC_3_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_4_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_4_POS"	"Exp1R_HCC_4_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_5_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_5_POS"	"Exp1R_HCC_5_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_6_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_6_POS"	"Exp1R_HCC_6_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_7_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_7_POS"	"Exp1R_HCC_7_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_8_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_8_POS"	"Exp1R_HCC_8_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_9_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_9_POS"	"Exp1R_HCC_9_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_10_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_10_POS"	"Exp1R_HCC_10_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_11_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_11_POS"	"Exp1R_HCC_11_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_12_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_12_POS"	"Exp1R_HCC_12_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
"Exp1R_HCC_13_POS"	"Extraction"	""	"none"	""	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC C18 (1.7 μm, 2.1 mm x 50 mm; Waters)"	"reverse phase"	""	""	""	""	"Mass spectrometry "	"positive"	"50 - 850"	"Waters Q-Tof Premier"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole time-of-flight"	""	""	"Exp1R_HCC_13_POS"	"Exp1R_HCC_13_POS.CDF"	""	""	""	""	""	"m_pos_MTBLS19_metabolite profiling_mass spectrometry_v2_maf.tsv"
